"id","journal","publication_date","article_type","financial_disclosure"
"10.1371/journal.pcbi.1002294","PLoS Computational Biology","2011-12-15","Research Article","This paper was written under partial support by the European Union project FP7-243914 (BRAIN-I-NETS), project 269921 (BrainScaleS), project FP7-248311 (AMARSI) and project FP7-506778 (PASCAL2). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1002073","PLoS Genetics","2011-05-19","Research Article","This work was supported by grant BFU2008-00995/BMC from Ministerio de Ciencia e Innovación (MCINN, Spain), grant RD06/0008/1012 from Instituto de Salud Carlos III, and grant 248919/FP7-ICT-2009-4 from the European VII Framework Program. CG was the recipient of fellowships from Fondation pour la Recherche Médicale (SPE20080512320) and European Molecular Biology Organization (157-2008). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1001213","PLoS Genetics","2010-11-18","Research Article","The KORA research platform was initiated and financed by the Helmholtz Center Munich, German Research Center for Environmental Health, which is funded by the German Federal Ministry of Education and Research (BMBF) and by the State of Bavaria. Part of this work was financed by the German National Genome Research Network (NGFN-2, NGFNPlus 01GS0823, and NGFNPlus 01GS0834) and through additional funds from the University of Ulm. Our research was supported within the Munich Center of Health Sciences (MC Health) as part of LMUinnovativ and by a grant from the BMBF to the German Center for Diabetes Research (DZD e.V.), as well as from the BMBF funded German Network for Mitochondrial Disorders (mitoNET 01GM0862) and Systems Biology of Metabotypes (SysMBo 0315494A). Furthermore, the study received funding from the European Community's Seventh Framework Programme (FP7/2007–2013), ENGAGE project, grant agreement HEALTH-F4-2007-201413. The LURIC part of this study has received funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreement no. 201668; AtheroRemo. It was further supported by the Centre of Excellence “Metabolic disorder” Baden-Württemberg, Ulm, University Ulm, Germany. The Sorbs part of this study was supported by grants from the Interdisciplinary Centre for Clinical Research at the University of Leipzig (B27; N06) and from the German Diabetes Association as well as by a grant from the DFG (KFO 152). Furthermore, the authors received funding through the European Community's Seventh Framework Programme (FP7/2007–2013), ENGAGE project, grant agreement HEALTH-F4-2007- 201413. The TwinsUK study was funded by the Wellcome Trust, the EU MyEuropia Marie Curie Research Training Network, the European Community's Seventh Framework Programme (FP7/2007–2013)/grant agreement HEALTH-F2-2008-201865-GEFOS and (FP7/2007–2013), ENGAGE project grant agreement HEALTH-F4-2007-201413, and the FP-5 GenomEUtwin Project (QLG2-CT-2002-01254). The study also received support from the Dept of Health via the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy's & St Thomas' NHS Foundation Trust in partnership with King's College London and by the WT Grant n. 091746/Z/10/Z. The project also received support from a Biotechnology and Biological Sciences Research Council (BBSRC) project grant (G20234). Genotyping was in part performed by CIDR as part of an NEI/NIH project grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0017344","PLoS ONE","2011-03-08","Research Article","This work was supported by the Center of Excellence grant from the Flight                     Attendant Medical Research Institute (FAMRI), by a grant from the European Union                     FP7 consortium (APO-SYS), and by a grant from the Israel Science Foundation                     (ISF). The funders had no role in study design, data collection and analysis,                     decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0017798","PLoS ONE","2011-03-09","Research Article","This research was supported by the European Research Council under the European Community's Seventh Framework Programme (FP7/2007-2013)/ERC Grant agreement number 205557 [EMPATHICBRAIN] (http://erc.europa.eu); by the Swiss National Science Foundation through the National Centre of Competence in Research ""Neural Plasticity and Repair,"" Project 5: Cortical Plasticity (http://www.nccr-neuro.ethz.ch); by the University of Zurich (http://www.uzh.ch); and by the Mind and Life Institute (http://www.mindandlife.org). The authors gratefully acknowledge support by the Research Priority Program ""Foundations of Human Social Behavior"" at the University of Zurich. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024229","PLoS ONE","2011-09-02","Research Article","This work was funded by the European Union FP7 HUMOUR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024729","PLoS ONE","2011-09-09","Research Article","This study was supported by grants from Telethon, Italy (TIGEM-TNP42TELC and GTB07001), from FP7/2007-2013 under grant agreement n° 223143 (project acronym: TECHGENE), and from Ministero della Salute (Ricerca Finalizzata RF-MUL-2007-666195). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025129","PLoS ONE","2011-10-05","Research Article","BH was supported by the European Union (“New Antimicrobials” project, people programme, FP7) (http://cordis.europa.eu/fetch?CALLER=FP7_PROJ_EN&ACTION=D&DOC=1&CAT=PROJ&QUERY=01321ea9dcd3:5038:207a143f&RCN=86714). Support for this study was received by the intramural funding scheme of the Medical Faculty of Bonn (http://www.meb.uni-bonn.de/bonfor/). A. Gaballah received a PhD fellowship from the DAAD. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0026584","PLoS ONE","2011-10-21","Research Article","This work was supported by the Swedish Research Council, the Science Faculty at the University of Gothenburg Platform program, the European Commission funded projects FP6 CELLCOMPUT (Contract No. 043310) and FP7 UNICELLSYS (Contract No. 201142). The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript. The funders had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002030","PLoS Pathogens","2011-05-12","Research Article","This work was supported by BMRC grants (08/1/22/19/589) a CRP grant CRP4-2008-2 and an ATIP from the CNRS to the laboratory of JL. This work was also supported by the European Virus Archive (EVA) project (European FP7 Capacities Project no 228292, http://www.european-virus-archive.com/). TW is an investigator in the Howard Hughes Medical Institute. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032578","PLoS ONE","2012-03-02","Research Article","This work was supported by the EC MacroSys project ref number FP7-KBBE-2007-1-1-2-211602, and partially by the Cariplo Foundation for research support. Funding for GM was provided by the EC MacroSys project ref number FP7-KBBE-2007-1-1-2-211602 and JLW and FS were funded by the Cariplo Foundation for research support. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0032715","PLoS ONE","2012-04-11","Research Article","This work was supported by grants from “Online"" Center for Biomedical Research on Neurodegenerative Diseases (CIBERNED)(which was an initiative of the ISCIII); National Grants from “Direccion General"" of Science and Technology-DGCYT (references: SAF2009-12249-C02-01 to F.W. and SAF2009-12249-C02-02 to J.J.G.) and EU-FP7-2009-CT222887 to F.W.; and by an Institutional grant from the Areces Foundation. H.D. was supported by CSIC through the I3P program (co-funded by the European Social Fund) and by CIBERNED. The funders had no role in the study design, data collection and analysis, decision to publish or preparation of the manuscript."
"10.1371/journal.pone.0036311","PLoS ONE","2012-04-27","Research Article","This work was supported by the British Heart Foundation (www.BHF.org.uk); the Wellcome Trust (www.wellcome.ac.uk); and the European Commission FP7: Euratrans (www.euratrans.eu). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0035757","PLoS ONE","2012-05-09","Research Article","This work has been supported by European Union (EU) FP7 grant SIEMPRE (project number: 250026), awarded to L.F., and EU FP7 grant POETICON (project number: 215843) to L.F. and Y.A. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037848","PLoS ONE","2012-06-01","Research Article","The research leading to these results has received funding from the European Research Council under the European Union's Seventh Framework Programme (FP7/2007-2013)/ERC grant agreement n° [249930 – CoralWarm: Corals and global warming: the Mediterranean versus the Red Sea]. This research was financed by the Associazione dei Tour Operator Italiani (ASTOI), the Marine and Freshwater Science Group Association, and the Ministry of Education, University and Research (MIUR). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1000934","PLoS Genetics","2010-05-06","Research Article","The Rotterdam Study authors acknowledge funding from the Netherlands Genomics Initiative (NGI) and Netherlands Organization for Scientific Research (NWO) (nr. 050-060-810) within the framework of the Forensic Genomics Consortium Netherlands (FGCN), the Netherlands Forensic Institute and the Research Institute for Diseases in the Elderly (RIDE) (nr. 014-93-015). The generation and management of GWAS genotype data for the Rotterdam Study (RS-I, RS-II) was supported by a NWO investments grant (nr. 175.010.2005.011, 911-03-012). The Rotterdam Study is funded by the Erasmus University Medical Center, Erasmus University Rotterdam; the Netherlands Organization for the Health Research and Development (ZonMw); the RIDE; the Ministry of Education, Culture, and Science; the Ministry for Health, Welfare, and Sports of the Netherlands; the European Commission (DG XII); and the Municipality of Rotterdam. The ophthalmic part of the Rotterdam Study was supported by Lijf en Leven, Krimpen, and Lek; MD Fonds, Utrecht. Oogfonds Nederland, Utrecht; Stichting Nederlands Oogheelkundig Onderzoek, Nijmegen, Rotterdam; Swart van Essen, Rotterdam; NWO; Bevordering van Volkskracht, Rotterdam; Blindenhulp, The Hague; Rotterdamse Vereniging Blindenbelangen, Rotterdam; OOG, The Hague; Algemene Nederlandse Vereniging ter Voorkoming van Blindheid, Doorn; Blinden-Penning, Amsterdam; Blindenhulp, Gravenzande; Henkes Stichting, Rotterdam; Topcon Europe BV, Capelle aan de IJssel; Medical Workshop BV, Groningen (all in the Netherlands); as well as Heidelberg Engineering, Dossenheim, Germany. The TwinsUK authors acknowledge funding from the Wellcome Trust, the EU MyEuropia Marie Curie Research Training Network, Guide Dogs for the Blind Association the European Community's Seventh Framework Programme (FP7 2007–2013)/grant agreement HEALTH-F2-2008-201865-GEFOS and (FP7 2007–2013), ENGAGE project grant agreement HEALTH-F4-2007-201413, and the FP-5 GenomEUtwin Project (QLG2-CT-2002-01254). The study also receives support from the Department of Health via the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guys St Thomas NHS Foundation Trust in partnership with Kings College London. TDS is an NIHR senior Investigator and CJH an NIHR Senior Research Fellow. The project also received support from a Biotechnology and Biological Sciences Research Council (BBSRC) project grant (G20234). The authors acknowledge the funding and support of the National Institutes of Health(NIH) National Eye Institute grant 1RO1EY018246, and the NIH Center for Inherited Diseases Research (CIDR) (PI: Terri Young). The BTNS authors acknowledge funding from the Australian National Health and Medical Research Council (NHMRC, grants 241944, 339462, 389927, 389875, 389891, 389892, 389938, 443036, 442915, 442981, 496739, 552485, 552498), Australian Research Council (A7960034, A79906588, A79801419, DP0212016, DP0343921); National Institutes of Health National Cancer Institute (CA88363). DLD and GWM were supported by the NHMRC Fellowships scheme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1002105","PLoS Genetics","2011-06-02","Research Article","Cancer Research UK provided principal funding for this study individually to IPM Tomlinson, MG Dunlop, RS Houlston, P Pharoah, and J Cheadle. Additional funding was provided by the Oxford Comprehensive Biomedical Research Centre (to IPM Tomlinson) and the EU FP7 CHIBCHA grant (to LG Carvajal-Carmona and IPM Tomlinson). Core infrastructure support to the Wellcome Trust Centre for Human Genetics, Oxford, was provided by grant 075491/Z/04. Additional funding (to MG Dunlop) was provided by the Medical Research Council (G0000657-53203), CORE, and Scottish Executive Chief Scientist's Office (K/OP/2/2/D333, CZB/4/449). The Colon Cancer Family Registry was supported by the National Cancer Institute, National Institutes of Health, under Request for Application #CA-95-011, and through cooperative agreements with the Australian Colorectal Cancer Family Registry (UO1 CA097735), the USC Familial Colorectal Neoplasia Collaborative Group (UO1 CA074799), Mayo Clinic Cooperative Family Registry for Colon Cancer Studies (UO1 CA074800), Ontario Registry for Studies of Familial Colorectal Cancer (UO1 CA074783), Seattle Colorectal Cancer Family Registry (UO1 CA074794), and The University of Hawaii Colorectal Cancer Family Registry (UO1 CA074806). E Theodoratou was funded by a Cancer Research UK Fellowship (C31250/A10107). COIN and COIN-B were funded by the UK Medical Research Council. COIN sample analysis (J Cheadle) was also funded by Cancer Research Wales, Tenovus & Wales Gene Park. P Pharoah is a Cancer Research UK Senior Clinical Research Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pgen.1000798","PLoS Genetics","2010-01-08","Research Article","The European Special Populations Research Network (EUROSPAN) was supported by European Commission FP6 STRP grant number 018947 (LSHG-CT-2006-01947). High-throughput genome-wide association analysis of the data was supported by joint grant from Netherlands Organisation for Scientific Research and the Russian Foundation for Basic Research (NWO-RFBR 047.017.043). Lipidomic analysis was supported by the European Commission FP7 grant LipidomicNet (2007-202272). The NSPHS study was supported by grants from the Swedish Natural Sciences Research Council, the European Commission through EUROSPAN, the Foundation for Strategic Research (SSF), and the Linneaus Centre for Bioinformatics (LCB). The ORCADES study was supported by the Scottish Executive Health Department and the Royal Society. DNA extractions were performed at the Wellcome Trust Clinical Research Facility in Edinburgh. The VIS study in the Croatian island of Vis was supported through the grants from the Medical Research Council UK to HC, AW, and IR and the Ministry of Science, Education, and Sport of the Republic of Croatia to IR (number 108-1080315-0302). The MICROS study was supported by the Ministry of Health and Department of Educational Assistance, University and Research of the Autonomous Province of Bolzano and the South Tyrolean Sparkasse Foundation. The ERF study was supported by grants from the NWO, Erasmus MC, and the Centre for Medical Systems Biology (CMSB). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0037017","PLoS ONE","2012-05-18","Research Article","This work was co-funded by a BEEDOC grant (FP7, RTD REG/E.4(2009)D/561221), grants from INRA Santé des Plantes et de l'Environnement department (AAP SPE 2010) and Junta de Comunidades de Castilla-La Mancha (Consejería de Agricultura, Medio Rural y Marino, Programa Nacional Apícola 2011-2013). C. Dussaubat was supported by a CONICYT/French Embassy of Chile grant and a COLOSS short-term mission (COST Action FA0803), R. Martín-Hernández by the Instituto de Recursos Humanos para la Ciencia y la Tecnología (Fundación Parque Científico y Tecnológico de Albaceta, Spain), CM by the BEEDOC grant (FP7, RTD REG/E.4(2009)D/561221) and C. Alaux by an INRA young researcher position (INRA Santé des Plantes et de l'Environnement department). Work at the Center for Genomics and Bioinformatics was supported in part by the METACyt Initiative of Indiana University, funded in part through a major grant from the Lilly Endowment, Inc. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0012864","PLoS ONE","2010-09-22","Research Article","The research was supported by the European Commission, FP6, Integrated Project “EVI-GENORET” (LSHG-CT-2005-512036), EU FP7 Marie Curie Intra-European Fellowship 237238; Lowy Medical Research Institute (The Macular Telangiectasia Project); Wynn-Gund Translational Research Acceleration Program Enhanced Research and Clinical Training Award of the National Neurovision Research Institute/Foundation Fighting Blindness (FFB Grant No: NNCD-CL-0310.0049-JHU-WG); Macular Degeneration Research Award (M2010042) of the American Health Assistance Foundation (AHAF). The contents of this publication reflect only the authors' views and not the views of the funding organizations. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0010400","PLoS ONE","2010-04-29","Research Article","The research leading to these results has received funding from the European Community Seventh Framework Program (FP7/2007-201714, DEVANX Project), the Spanish Ministry of Science and Innovation (BFU2008-00899 and BFU2008-03390), the Junta de Andalucia (Spain, BIO-122 and CVI-02487), and the Fundacion Conocimiento y Cultura of the Pablo de Olavide University (Seville, Spain). Dr. Sacktor is supported by National Institutes of Health (NIH) MH53576 and MH57068. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0011034","PLoS ONE","2010-06-09","Research Article","This research was supported by grants from Agence Nationale de la Recherche Génoplante (GenoQB project, GNP05013C) and Agence Nationale de la Recherche Plates-Formes Technologiques du Vivant (BOOST-SNP project, 07PFTV002), the Aquitaine Region (20061201004PFM) and the European Union (NOVELTREE project, FP7-211868). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0011575","PLoS ONE","2010-07-14","Research Article","This work has been funded in part by the Centro de Estudios de America Latina (CEAL) of the Autonoma University of Madrid (http://www.uam.es). This work is also part of the StopLATENT-TB network (Collaborative Project) supported by the EC under the Health Cooperation Work Programme of the 7th Framework Programme (G.A. no. 200999) (http://cordis.europa.eu/fp7/dc/index.cfm). The financial supporters had no role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0012048","PLoS ONE","2010-08-11","Research Article","Work done at the Instituto de Tecnologia Química e Biológica was funded by an ITQB start-up grant, and by the Fundação para a Ciência e Tecnologia (FCT) through a Ciência2007 fellowship and project grant PTDC/BIA-MIC/098637/2008 (to DJS). Work done in the Sir William Dunn School of Pathology was supported by a BBSRC grant to Jeff Errington. Work done at VU University Amsterdam was supported by European Framework Program DIVINOCELL HEALTH-F3-2009-223431 (to JL) and a VENI grant from the Netherlands Organisation for Scientific Research (to DJS). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript. Funders' websites: FCT (http://alfa.fct.mctes.pt/), BBSRC (http://www.bbsrc.ac.uk/), EU (http://cordis.europa.eu/fp7/home_en.html), NWO (www.nwo.nl)."
"10.1371/journal.pone.0013092","PLoS ONE","2010-09-30","Research Article","This work was supported by L'Institut National de la Recherche Agronomique and in part by the European Community's Seventh Framework Programme (FP7/2007-2013): Metagenomics of the Human Intestinal Tract (MetaHIT), grant agreement HEALTH-F4-2007-201052. OL is supported by a Conventions Industrielles de Formation par la Recherche (CIFRE) grant from the Ministere de l'Enseignement Superieur et de la Recherche and LibraGen. AC is supported by the European Community-funded project MetaHIT. LibraGen participated in study design, data analysis and decision to publish. Other funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0014096","PLoS ONE","2010-11-23","Research Article","This work was supported by the French Ministry of Health, the University Hospital of Montpellier, and the Coordination Theme 1 (Health) of the European Community's FP7, Grant Agreement Number HEALTH-F2-2008-200923. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0019382","PLoS ONE","2011-05-20","Research Article","Cohort funding: ALSPAC: The UK Medical Research Council (Grant number: G990146), the Wellcome Trust and the University of Bristol provide core support for ALSPAC. B58C - WTCCC: The British 1958 Birth Cohort DNA collection was funded by the Medical Research Council grant G0000934 and the Wellcome Trust grant 068545/Z/02. Genotyping for the Wellcome Trust Case Control Consortium was funded by the Wellcome Trust grant 076113/B/04/Z. B58C - T1DGC: This research utilizes resources provided by the Type 1 Diabetes Genetics Consortium, a collaborative clinical study sponsored by the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), National Institute of Allergy and Infectious Diseases (NIAID), National Human Genome Research Institute (NHGRI), National Institute of Child Health and Human Development (NICHD), and Juvenile Diabetes Research Foundation International (JDRF) and supported by U01 DK062418. T1DGC GWAS data were deposited by the Diabetes and Inflammation Laboratory, Cambridge Institute for Medical Research (CIMR), University of Cambridge (John Todd, Helen Stevens and Neil Walker), which is funded by Juvenile Diabetes Research Foundation International, the Wellcome Trust and the National Institute for Health Research Cambridge Biomedical Research Centre; the CIMR is in receipt of a Wellcome Trust Strategic Award (079895). EPIC: The EPIC Norfolk Study is funded by Cancer Research United Kingdom and the Medical Research Council.. I.B. received funding from the Wellcome Trust (077016/Z/05/Z) and from the United Kingdom NIHR Cambridge Biomedical Research Centre. FTC: Academy of Finland Centre of Excellence in Complex Disease Genetics. Finnish Twin Study on Aging was funded by Academy of Finland and Finnish Ministry of Education. ENGAGE project grant agreement HEALTH-F4-2007-201413 and the European Union FP-5 GenomEUtwin Project (QLG2-CT-2002-01254). KORA S3: The KORA Augsburg studies were financed by the Helmholtz Zentrum München, German Research Center for Environmental Health, Neuherberg, Germany and supported by grants from the German Federal Ministry of Education and Research (BMBF) in the context of the German National Genome Research Network (NGFN-2 and NGFN-plus). The authors research was supported within the Munich Center of Health Sciences (MC Health) as part of LMUinnovativ. Genotyping for the KORA F3/500K Study which included the lung function characterized KORA C sample was partly funded by UBS Wealth Foundation Grant BA29s8Q7-DZZ. Korcula: The Korcula study (Croatia) was funded by grants from the Medical Research Council (UK) and Republic of Croatia Ministry of Science, Education and Sports research grants to I.R. (Vis) (108-1080315-0302). NFBC1966: Financial support was received from the Academy of Finland (project grants 104781, 1114194, 120315 and Center of Excellence in Complex Disease Genetics), Oulu University Hospital, Biocenter Oulu, University of Oulu, Finland, the European Commission (EURO-BLCS, Framework 5 award QLG1-CT-2000-01643), NHLBI grant 5R01HL087679-02 through the STAMPEED program (1RL1MH083268-01), ENGAGE project and grant agreement HEALTH-F4-2007-201413, and the Medical Research Council (studentship grant G0500539). The DNA extractions, sample quality controls, biobank up-keeping and aliquotting was performed in the National Institute for Health and Welfare, Biomedicum Helsinki, Finland and supported financially by the Academy of Finland and Biocentrum Helsinki. A.R. was supported by the European Commission as part of GABRIEL (a multidisciplinary study to identify the genetic and environmental causes of asthma in the European Community) contract number 018996 under the Integrated Program LSH-2004-1.2.5-1 Post genomic approaches to understand the molecular basis of asthma aiming at a preventive or therapeutic control. NSPHS: EUROSPAN (European Special Populations Research Network) was supported by European Commission FP6 STRP grant number 01947 (LSHG-CT-2006-01947). The Northern Swedish Population Health Study (NSPHS) was funded by the Swedish Medical Research Council (project number K2007-66X-20270-01-3). The computations were performed on UPPMAX (http://www.uppmax.uu.se) resources under Project p2008027. ORCADES: The ORCADES study was funded by the Chief Scientist Office of the Scottish Government, the Royal Society and the MRC Human Genetics Unit. DNA extraction was performed at the Wellcome Trust Clinical Research Facility in Edinburgh. Genotyping was funded by the European Union Framework Programme 6 EUROSPAN project. SHIP: SHIP is part of the Community Medicine Research net of the University of Greifswald, Germany, which is funded by the Federal Ministry of Education and Research (grants no. 01ZZ9603, 01ZZ0103, and 01ZZ0403), the German Asthma and COPD Network (COSYCONET; BMBF grant 01GI0883), the Ministry of Cultural Affairs as well as the Social Ministry of the Federal State of Mecklenburg-West Pomerania. Genome-wide data have been supported by the Federal Ministry of Education and Research (grant no. 03ZIK012) and a joint grant from Siemens Healthcare, Erlangen, Germany and the Federal State of Mecklenburg- West Pomerania. The University of Greifswald is a member of the ‘Center of Knowledge Interchange’ program of the Siemens AG. TwinsUK: TwinsUK is funded by the Wellcome Trust; the Arthritis Research Campaign; European Community's Seventh Framework Programme (FP7/2007–2013)/grant agreement HEALTH-F2-2008-201865-GEFOS and Seventh Framework Programme (FP7/2007–2013), ENGAGE project grant agreement HEALTH-F4-2007-201413 and the European Union FP-5 GenomEUtwin Project (QLG2-CT-2002-01254). The study also receives support from the National Institute for Health Research (NIHR) comprehensive Biomedical Research Centre award to Guy's & St Thomas' NHS Foundation Trust in partnership with King's College London. TDS is an NIHR senior Investigator. The project also received support from a Biotechnology and biological Sciences Research Council (BBSRC) project grant. Vis: The Vis study (Croatia) was funded by grants from the Medical Research Council (UK), European Commission Framework 6 project EUROSPAN (Contract No. LSHG-CT-2006-018947) and Republic of Croatia Ministry of Science, Education and Sports research grants to I.R. (108-1080315-0302). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0020627","PLoS ONE","2011-06-17","Research Article","This work was funded by EU project ChiRoPing (FP7-ICT-2007-1 STREP project 215370). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0024289","PLoS ONE","2011-09-16","Research Article","Dr. De Las Rivas receives financial support provided by EU FP7-HEALTH-2007-B (project 223411), by Spanish Ministry of Science and Innovation MICINN-ISCiii (projects PI061153 and PS09/00843), and by the Regional Government, Junta de Castilla y Leon JCyL (project CSI07A09). Dr. Pascual-Montano receives financial support provided by MICINN grant BIO2010-17527. Dr. Nogales-Cadenas thanks the Juan de la Cierva Program (MICINN-JDC 2010) and Dr. Fontanillo thanks the CSIC JAE-PREDOC Program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0028008","PLoS ONE","2011-11-22","Research Article","The research leading to these results has received funding from the European Community's Seventh Framework Programme (FP7/2007–2013) under grant agreement n° KBBE-212399 (FishPopTrace). Financial support for GAII sequencing and SNP discovery was provided by the MerSnip project funded by the Joint Research Council (JRC). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0029557","PLoS ONE","2012-01-17","Research Article","The research leading to these results has received funding from the European Research Council (ERC) under the European Union's Seventh Framework Programme (FP7/2007-2013)/ERC grant agreement n° 263067. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1000746","PLoS Pathogens","2010-02-05","Research Article","This work was supported in part by core funds from ICGEB, New Delhi, and in part by MalSig project funded by European Commission under FP7. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0031770","PLoS ONE","2012-02-22","Research Article","Research was supported by grants from the European Union FP7-ICT program (Adaptive Modular Architectures for Rich Motor skills, AMARSI, Grant 248311), the Italian Ministry of Health, the Italian University Ministry (PRIN project), and Italian Space Agency (CRUSOE grant). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.ppat.1002554","PLoS Pathogens","2012-02-23","Research Article","DSG, BP, ZX, US, SMS, DB and RT are funded by an MRC Investigator Award to RT (G0900109) and an MRC grant (G0900278) to RT and AAH. AAH is funded by an MRC grant (U117532067). ABT and LS are funded by the Wellcome trust (090313). DJPF is funded by a Wellcome Trust equipment grant. CAN is a David Phillips Fellow (BBSRC). OK and CJJ are supported by grants of the European Community's Seventh Framework Programme (FP7/2007–2013) (242095). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0025605","PLoS ONE","2011-10-14","Research Article","This research was supported by The Converging Technologies Program (Grant No 1694/07) of The Israel Science Foundation, The European Union FP7-ERC-AdG, Miel de Botton Aynsley and Paul Sparr Foundations, Excell project 214706 to Dr. Benayahu. Dr. Shapiro is the Incumbent of The Harry Weinrebe Professorial Chair of Computer Science and Biology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
"10.1371/journal.pone.0034971","PLoS ONE","2012-04-12","Research Article","This work was supported by European Community grants INCO-CT-2006-032321 and FP7- HEALTH-2010-243121 and Agence Nationale de Recherche ANR-07-MRAR-029. T. Attout was supported by a postdoctoral fellowship from Region Ile de France. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."
